id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
6909712,,17150.0,17150.0,17150.0, 36 months,17.56,616.24,D,D1,Allegis Group Inc,10+ years,MORTGAGE,119000.0,Verified,Sep-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=6909712,  Borrower added on 08/27/13 > Reduce revolving debt.<br>,credit_card,CC Paydown,210xx,MD,30.12,0.0,Aug-2001,670.0,674.0,2.0,,,14.0,0.0,32460.0,95.5,44.0,f,0.0,0.0,22086.7299506319,22086.73,17150.0,4936.73,0.0,0.0,0.0,Apr-2016,3599.53,,Mar-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,520864.0,,,,,,,,,,,,34000.0,,,,3.0,37205.0,758.0,96.8,0.0,0.0,146.0,112.0,45.0,3.0,6.0,73.0,,3.0,,0.0,3.0,5.0,3.0,3.0,30.0,5.0,7.0,5.0,14.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,570081.0,163593.0,23600.0,96939.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1401366,,25000.0,25000.0,25000.0, 36 months,10.16,808.56,B,B1,VCC,6 years,MORTGAGE,79700.0,Verified,Jul-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1401366,"  Borrower added on 07/03/12 > Everyone falls on hard times and needs a helping hand in life.  I've tried the conventional route of debt consolidation but have not had any success.  If this loan is funded it will be used to consolidate all of my outstanding debt into one, manageable payment.  I look forward to this possibility.<br>",debt_consolidation,Freedom Loan,760xx,TX,23.52,0.0,Mar-1986,725.0,729.0,0.0,,,11.0,0.0,17908.0,56.3,32.0,f,0.0,0.0,27352.269014122,27352.27,25000.0,2352.27,0.0,0.0,0.0,Sep-2013,846.18,,Jul-2018,794.0,790.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,6.0,,8925.0,62.3,0.0,0.0,,,,,2.0,4.0,,11.0,,,,,3.0,,,,,,11.0,,,,,,33.3,0.0,0.0,,48527.0,23700.0,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
108777092,,8650.0,8650.0,8650.0, 36 months,14.08,295.98,C,C3,Data Coordinator,3 years,RENT,27000.0,Source Verified,May-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=108777092,,credit_card,Credit card refinancing,390xx,MS,9.91,0.0,Sep-2007,675.0,679.0,0.0,37.0,,5.0,0.0,7317.0,62.5,19.0,f,0.0,0.0,8654.3942666685,8654.39,8650.0,4.39,0.0,0.0,0.0,May-2017,8661.16,,Mar-2019,614.0,610.0,0.0,37.0,1.0,Individual,,,,0.0,1825.0,49115.0,0.0,1.0,0.0,0.0,68.0,41798.0,,0.0,1.0,7089.0,63.0,11700.0,0.0,0.0,1.0,1.0,12279.0,3583.0,67.1,0.0,0.0,116.0,106.0,24.0,24.0,0.0,24.0,37.0,12.0,37.0,0.0,2.0,2.0,2.0,3.0,13.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,94.4,0.0,0.0,0.0,51950.0,49115.0,10900.0,40250.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
73714141,,10000.0,10000.0,10000.0, 36 months,10.75,326.21,B,B4,Processing Utility,1 year,RENT,40000.0,Not Verified,Mar-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73714141,,debt_consolidation,,173xx,PA,27.33,2.0,Feb-2012,705.0,709.0,1.0,24.0,,17.0,0.0,10193.0,30.0,23.0,w,324.31,324.31,11431.63,11431.63,9675.69,1755.94,0.0,0.0,0.0,Mar-2019,326.21,Apr-2019,Mar-2019,569.0,565.0,1.0,7.0,1.0,Individual,,,,0.0,73.0,27017.0,4.0,2.0,0.0,1.0,14.0,16824.0,69.0,5.0,6.0,1548.0,30.0,33924.0,0.0,0.0,1.0,7.0,1688.0,2978.0,28.0,0.0,0.0,30.0,49.0,1.0,1.0,0.0,5.0,,5.0,24.0,0.0,8.0,14.0,9.0,9.0,3.0,14.0,20.0,10.0,16.0,,0.0,1.0,5.0,96.0,0.0,0.0,0.0,58218.0,27017.0,23824.0,24294.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
40990150,,4950.0,4950.0,4950.0, 36 months,16.55,175.38,D,D2,Deputy Clerk Treasurer,1 year,MORTGAGE,29000.0,Not Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40990150,,debt_consolidation,Debt consolidation,471xx,IN,30.84,0.0,Feb-1996,710.0,714.0,0.0,,,11.0,0.0,11705.0,54.7,23.0,f,0.0,0.0,5541.49,5541.49,4950.0,591.49,0.0,0.0,0.0,Nov-2015,4149.83,,Dec-2015,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,185727.0,,,,,,,,,,,,21400.0,,,,5.0,18573.0,4907.0,62.8,0.0,0.0,110.0,228.0,6.0,6.0,6.0,6.0,,10.0,,0.0,5.0,7.0,5.0,8.0,4.0,9.0,13.0,7.0,11.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,203000.0,21519.0,13200.0,11400.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
57055085,,13000.0,13000.0,13000.0, 60 months,8.18,264.72,B,B1,RN,4 years,OWN,64000.0,Not Verified,Jul-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57055085,,debt_consolidation,Debt consolidation,425xx,KY,16.52,0.0,Oct-2005,755.0,759.0,0.0,,,22.0,0.0,11608.0,28.6,44.0,w,4235.31,4235.31,11371.14,11371.14,8764.69,2606.45,0.0,0.0,0.0,Feb-2019,264.72,Apr-2019,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,198212.0,,,,,,,,,,,,40600.0,,,,7.0,9439.0,22366.0,33.8,0.0,0.0,117.0,115.0,15.0,9.0,2.0,15.0,,14.0,,0.0,2.0,3.0,7.0,11.0,12.0,12.0,30.0,3.0,22.0,0.0,0.0,0.0,2.0,100.0,14.3,0.0,0.0,235456.0,52672.0,33800.0,47606.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
8620154,,2000.0,2000.0,2000.0, 36 months,21.0,75.36,E,E1,Equipment Sales,9 years,MORTGAGE,76400.0,Source Verified,Nov-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=8620154,  Borrower added on 11/06/13 > Tax Repaymet<br>,other,repayment,172xx,PA,28.59,1.0,Feb-1980,670.0,674.0,2.0,23.0,33.0,17.0,1.0,69283.0,58.9,31.0,f,0.0,0.0,2712.4710138958,2712.47,2000.0,712.47,0.0,0.0,0.0,Nov-2016,74.87,,Oct-2017,599.0,595.0,0.0,,1.0,Individual,,,,0.0,0.0,332090.0,,,,,,,,,,,,87200.0,,,,3.0,19535.0,1310.0,88.9,0.0,0.0,128.0,366.0,10.0,10.0,2.0,16.0,,1.0,23.0,0.0,3.0,11.0,4.0,12.0,6.0,12.0,22.0,11.0,17.0,0.0,0.0,0.0,1.0,96.8,50.0,0.0,0.0,378407.0,102025.0,11800.0,19981.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
422420,,5000.0,5000.0,4975.0, 36 months,11.58,165.07,B,B3,Vascular Imaging of Arizona,2 years,RENT,85000.0,Not Verified,Jul-2009,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=422420,"Hi.  My I am interested in paying off my two credit cards.  (visa, and discover)   Each one has a balance of  $2500...for a total of $5000.  Their interest rates are a bit too high, and I figure that if I can get a lower rate, I would save a lot of money.   As far as myself, I am always punctual with my payments, and maintain very stable employment (health care professional).   If you have any questions, please feel free to ask.  Thank you everyone.  ",debt_consolidation,Credit Card consolidation,850xx,AZ,18.48,1.0,Jan-1999,700.0,704.0,1.0,23.0,,6.0,0.0,2591.0,74.0,32.0,f,0.0,0.0,5925.776354749601,5896.15,5000.0,925.78,0.0,0.0,0.0,Mar-2012,712.56,,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
999658,,14000.0,14000.0,14000.0, 36 months,6.62,429.86,A,A2,Jet Propulsion Laboratory,5 years,MORTGAGE,46000.0,Not Verified,Feb-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=999658,"  Borrower added on 02/06/12 > This is to pay off a high interest credit cards.<br><br> Borrower added on 02/06/12 > This loan will pay off my 23% CC balance of $8000 + a personal loan of $5000 along with the processing fee Lending Club charges. <br>Currently my payments are the same amount, however with a high interest rate the principle is taking a long time to get down. :-(<br>",debt_consolidation,Credit Card Payoff Plan,917xx,CA,19.2,0.0,Oct-1995,765.0,769.0,1.0,,,7.0,0.0,7688.0,53.8,40.0,f,0.0,0.0,15409.3057781589,15409.31,14000.0,1409.31,0.0,0.0,0.0,Jul-2014,3384.14,,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
53131128,,5000.0,5000.0,5000.0, 36 months,7.26,154.99,A,A4,Scientist,3 years,MORTGAGE,72000.0,Source Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=53131128,,vacation,Vacation,223xx,VA,14.03,0.0,Dec-2010,700.0,704.0,0.0,,,9.0,0.0,11324.0,46.8,12.0,w,0.0,0.0,5564.3945219087,5564.39,5000.0,564.39,0.0,0.0,0.0,Jan-2018,916.71,,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,396931.0,,,,,,,,,,,,24200.0,,,,4.0,44103.0,2777.0,74.8,0.0,0.0,35.0,54.0,5.0,5.0,1.0,12.0,,4.0,,0.0,3.0,6.0,3.0,3.0,1.0,7.0,10.0,6.0,9.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,432049.0,21945.0,11000.0,27849.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
137124848,,10000.0,10000.0,10000.0, 36 months,14.47,344.07,C,C2,"job coach,caregiver",2 years,RENT,24000.0,Not Verified,Jul-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=137124848,,credit_card,Credit card refinancing,906xx,CA,22.65,1.0,Apr-2015,690.0,694.0,0.0,13.0,,5.0,0.0,4522.0,40.7,7.0,w,8377.85,8377.85,2392.41,2392.41,1622.15,770.26,0.0,0.0,0.0,Mar-2019,344.07,Apr-2019,Mar-2019,724.0,720.0,0.0,,1.0,Joint App,72000.0,14.18,Not Verified,0.0,0.0,18813.0,0.0,1.0,0.0,1.0,20.0,14291.0,77.0,2.0,4.0,3333.0,64.0,11100.0,4.0,0.0,2.0,5.0,3763.0,5578.0,44.8,0.0,0.0,20.0,39.0,7.0,7.0,0.0,21.0,,1.0,,0.0,2.0,2.0,2.0,3.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,85.7,0.0,0.0,0.0,29632.0,18813.0,10100.0,18532.0,6043.0,565.0,569.0,Nov-2006,0.0,0.0,2.0,65.4,1.0,12.0,0.0,0.0,19.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
45744128,,20000.0,20000.0,20000.0, 60 months,14.65,472.14,C,C5,machinist,6 years,MORTGAGE,67000.0,Source Verified,Apr-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=45744128,,debt_consolidation,Debt consolidation,440xx,OH,20.33,0.0,Jul-1997,680.0,684.0,1.0,68.0,,16.0,0.0,18737.0,51.5,26.0,w,0.0,0.0,6880.38,6880.38,2154.86,2078.12,0.0,2647.4,476.532,Jan-2016,472.14,,Oct-2016,639.0,635.0,0.0,68.0,1.0,Individual,,,,0.0,563.0,141625.0,,,,,,,,,,,,36400.0,,,,4.0,10116.0,17377.0,51.5,0.0,0.0,140.0,213.0,4.0,4.0,4.0,11.0,,0.0,,1.0,9.0,10.0,12.0,14.0,4.0,13.0,18.0,10.0,16.0,0.0,0.0,0.0,3.0,96.2,10.0,0.0,0.0,171046.0,36846.0,35800.0,22562.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17573427,,10000.0,10000.0,10000.0, 60 months,18.99,259.36,E,E1,Mortgage Loan Officer,1 year,MORTGAGE,77305.46,Source Verified,May-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=17573427,,home_improvement,Home improvement,379xx,TN,7.19,0.0,Jun-1996,675.0,679.0,1.0,,68.0,12.0,1.0,10912.0,75.0,38.0,w,0.0,0.0,15413.1826626779,15413.18,10000.0,5413.18,0.0,0.0,0.0,Sep-2018,2445.18,,Mar-2019,704.0,700.0,0.0,64.0,1.0,Individual,,,,0.0,0.0,183929.0,,,,,,,,,,,,14500.0,,,,6.0,22991.0,3375.0,77.0,0.0,0.0,208.0,215.0,4.0,2.0,5.0,4.0,,4.0,,0.0,4.0,5.0,5.0,11.0,12.0,5.0,20.0,5.0,8.0,,0.0,0.0,5.0,84.0,75.0,1.0,0.0,203008.0,15551.0,13500.0,9300.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1343911,,23325.0,23325.0,23313.62522497752, 36 months,7.9,729.85,A,A4,JJ MCDONNELL,1 year,RENT,90000.0,Verified,Jun-2012,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1343911,  Borrower added on 06/06/12 > borrowed some money a while back from family and would like to pay them back.  I am a dependable borrower with great credit.  I appreciate your consideration.<br>,debt_consolidation,Reliable Borrower,223xx,VA,11.01,0.0,May-2003,800.0,804.0,2.0,,,7.0,0.0,0.0,0.0,13.0,f,0.0,0.0,21224.95,21210.91,17646.05,2783.19,0.0,795.71,142.0469999977,Oct-2014,729.85,,Oct-2016,639.0,635.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,17500.0,0.0,0.0,0.0,,,,,0.0,18.0,,1.0,,,,,2.0,,,,,,7.0,,,,,,0.0,0.0,0.0,,16058.0,17500.0,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38626163,,5000.0,5000.0,5000.0, 36 months,8.67,158.24,B,B1,bus driver,10+ years,RENT,35000.0,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38626163,,debt_consolidation,Debt consolidation,117xx,NY,21.71,0.0,Jan-2001,680.0,684.0,1.0,,98.0,12.0,1.0,3025.0,19.1,22.0,f,0.0,0.0,5277.42,5277.42,5000.0,277.42,0.0,0.0,0.0,Sep-2015,4174.56,,Mar-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,9282.0,,,,,,,,,,,,15800.0,,,,5.0,928.0,3506.0,41.6,0.0,0.0,167.0,162.0,5.0,5.0,0.0,5.0,,5.0,,0.0,3.0,5.0,3.0,5.0,9.0,9.0,13.0,5.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,23300.0,9282.0,6000.0,7500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
139535070,,15000.0,15000.0,15000.0, 36 months,16.91,534.12,C,C5,Electrician ,< 1 year,OWN,52000.0,Verified,Sep-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=139535070,,debt_consolidation,Debt consolidation,762xx,TX,28.02,0.0,Jul-2009,685.0,689.0,3.0,,,10.0,0.0,12026.0,89.1,20.0,w,12994.01,12994.01,3176.54,3176.54,2005.99,1170.55,0.0,0.0,0.0,Mar-2019,534.12,Apr-2019,Mar-2019,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,27513.0,0.0,3.0,0.0,1.0,19.0,15487.0,47.0,0.0,1.0,3716.0,59.0,13500.0,1.0,1.0,7.0,2.0,2751.0,727.0,90.2,0.0,0.0,109.0,58.0,14.0,14.0,0.0,14.0,,1.0,,0.0,3.0,6.0,4.0,6.0,10.0,7.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,46563.0,27513.0,7400.0,33063.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1447438,,7000.0,7000.0,7000.0, 36 months,7.62,218.13,A,A3,"MSI Management Services, Inc",< 1 year,RENT,37000.0,Source Verified,Aug-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1447438,  Borrower added on 07/26/12 > My loan is to consolidate my credit card and school loan into one payment to make everything easier.<br><br> Borrower added on 07/26/12 > I want to consolidate my credit and student loan to make payments easier.<br>,credit_card,Credit card refinancing,900xx,CA,7.0,0.0,Sep-2004,720.0,724.0,0.0,,,6.0,0.0,6201.0,47.3,11.0,f,0.0,0.0,7747.7491414247,7747.75,7000.0,747.75,0.0,0.0,0.0,Aug-2014,2736.21,,Jun-2017,794.0,790.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,3931.0,59.5,0.0,0.0,,,,,0.0,5.0,,7.0,,,,,3.0,,,,,,6.0,,,,,,0.0,0.0,0.0,,7124.0,9700.0,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104273738,,16000.0,16000.0,16000.0, 60 months,11.49,351.81,B,B5,Detention officer,< 1 year,MORTGAGE,40000.0,Verified,Apr-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=104273738,,debt_consolidation,Debt consolidation,785xx,TX,27.78,0.0,Feb-2002,665.0,669.0,0.0,,,6.0,0.0,8704.0,77.0,20.0,w,11644.82,11644.82,7528.85,7528.85,4355.18,3173.67,0.0,0.0,0.0,Mar-2019,351.81,Apr-2019,Mar-2019,709.0,705.0,0.0,75.0,1.0,Individual,,,,0.0,0.0,34787.0,0.0,3.0,2.0,3.0,10.0,26083.0,87.0,0.0,1.0,5684.0,77.0,11350.0,0.0,0.0,1.0,4.0,5797.0,3783.0,77.0,0.0,0.0,182.0,166.0,18.0,10.0,0.0,18.0,,10.0,,2.0,3.0,3.0,3.0,3.0,14.0,3.0,6.0,2.0,6.0,,0.0,0.0,2.0,90.0,33.3,0.0,0.0,41367.0,34787.0,11350.0,30017.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,145.49,Sep-2017,Nov-2017,Sep-2017,3.0,0.0,Current,436.47,15252.26,351.39,Cash,N,,,,,,
13186407,,20000.0,20000.0,19950.0, 60 months,18.92,517.94,D,D4,Operator,10+ years,MORTGAGE,55000.0,Source Verified,Mar-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=13186407,,credit_card,Credit card refinancing,088xx,NJ,16.43,1.0,Apr-1996,670.0,674.0,2.0,1.0,,5.0,0.0,10667.0,69.7,25.0,f,0.0,0.0,23996.9700000076,23936.98,20000.0,3996.97,0.0,0.0,0.0,May-2015,17781.69,,Mar-2019,524.0,520.0,0.0,,1.0,Individual,,,,1.0,0.0,10667.0,,,,,,,,,,,,15300.0,,,,2.0,2133.0,1228.0,61.6,0.0,0.0,125.0,215.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,3.0,14.0,1.0,5.0,24.0,5.0,5.0,0.0,1.0,0.0,2.0,96.0,0.0,0.0,0.0,15300.0,10667.0,3200.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
80838374,,19000.0,19000.0,19000.0, 60 months,14.46,446.65,C,C4,Assistant Division Administrator,10+ years,OWN,109000.0,Not Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=80838374,,debt_consolidation,Debt consolidation,171xx,PA,20.2,0.0,Mar-1995,695.0,699.0,0.0,,,19.0,0.0,26870.0,55.6,33.0,w,0.0,0.0,24242.6139538942,24242.61,19000.0,5242.61,0.0,0.0,0.0,Sep-2018,12660.24,,Mar-2019,644.0,640.0,0.0,,1.0,Individual,,,,0.0,0.0,355952.0,1.0,7.0,4.0,7.0,4.0,82918.0,78.0,1.0,1.0,7462.0,71.0,48300.0,0.0,2.0,1.0,8.0,18734.0,7998.0,73.7,0.0,0.0,128.0,254.0,7.0,4.0,3.0,7.0,,11.0,,0.0,5.0,10.0,5.0,9.0,9.0,11.0,21.0,10.0,19.0,0.0,0.0,0.0,5.0,100.0,60.0,0.0,0.0,419253.0,109788.0,30400.0,105996.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
131313102,,10000.0,10000.0,10000.0, 60 months,14.07,233.05,C,C3,Delivery Manager,4 years,RENT,50000.0,Not Verified,Apr-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131313102,,debt_consolidation,Debt consolidation,029xx,RI,12.17,0.0,May-2013,670.0,674.0,0.0,,,3.0,0.0,1670.0,64.2,3.0,w,8648.83,8648.83,2555.73,2555.73,1351.17,1204.56,0.0,0.0,0.0,Mar-2019,233.05,Apr-2019,Mar-2019,644.0,640.0,0.0,,1.0,Individual,,,,0.0,439.0,6964.0,0.0,1.0,0.0,0.0,59.0,5294.0,32.0,0.0,1.0,1486.0,36.0,2600.0,0.0,0.0,0.0,1.0,2321.0,930.0,64.2,0.0,0.0,59.0,25.0,23.0,23.0,0.0,23.0,,,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,19215.0,6964.0,2600.0,16615.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76194447,,10000.0,10000.0,10000.0, 60 months,18.25,255.3,D,D3,Line Supply,10+ years,MORTGAGE,32000.0,Source Verified,May-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76194447,,debt_consolidation,Debt consolidation,619xx,IL,27.72,0.0,Apr-2005,660.0,664.0,1.0,48.0,,9.0,0.0,7807.0,44.0,24.0,w,0.0,0.0,5912.31,5912.31,2254.15,2586.41,0.0,1071.75,192.915,Dec-2017,255.3,,Jul-2018,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,17741.0,0.0,2.0,1.0,2.0,8.0,9934.0,73.0,1.0,2.0,1936.0,59.0,15400.0,3.0,1.0,9.0,4.0,1971.0,5303.0,49.9,0.0,0.0,70.0,132.0,8.0,8.0,0.0,8.0,,0.0,48.0,0.0,5.0,6.0,6.0,9.0,4.0,7.0,20.0,6.0,9.0,0.0,0.0,0.0,2.0,95.7,33.3,0.0,0.0,29020.0,17741.0,12400.0,13620.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
137673371,,1750.0,1750.0,1750.0, 36 months,18.94,64.1,D,D2,Shipping clerk,5 years,RENT,37500.0,Not Verified,Jul-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=137673371,,major_purchase,Major purchase,063xx,CT,25.82,1.0,Jun-2005,685.0,689.0,0.0,16.0,,6.0,0.0,2698.0,40.3,15.0,f,1482.23,1482.23,446.86,446.86,267.77,179.09,0.0,0.0,0.0,Feb-2019,64.1,Apr-2019,Mar-2019,724.0,720.0,0.0,,1.0,Individual,,,,0.0,284.0,15463.0,0.0,1.0,0.0,0.0,29.0,12765.0,70.0,0.0,0.0,1240.0,62.0,6700.0,0.0,0.0,0.0,0.0,2577.0,1786.0,57.5,0.0,0.0,29.0,157.0,31.0,29.0,0.0,56.0,16.0,14.0,16.0,0.0,3.0,4.0,2.0,8.0,1.0,5.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0,93.3,33.3,0.0,0.0,24967.0,15463.0,4200.0,18267.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
32319337,,13800.0,13800.0,13800.0, 36 months,14.31,473.74,C,C4,Teacher,10+ years,RENT,50000.0,Not Verified,Nov-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=32319337,,debt_consolidation,Debt consolidation,914xx,CA,13.13,0.0,Feb-2001,680.0,684.0,0.0,34.0,,11.0,0.0,8029.0,32.2,19.0,f,0.0,0.0,17043.3013462665,17043.3,13800.0,3243.3,0.0,0.0,0.0,Nov-2017,473.37,,Sep-2018,664.0,660.0,0.0,34.0,1.0,Individual,,,,0.0,0.0,30029.0,,,,,,,,,,,,24900.0,,,,7.0,2730.0,0.0,101.1,0.0,0.0,157.0,165.0,8.0,8.0,0.0,16.0,,13.0,,0.0,3.0,5.0,3.0,5.0,7.0,9.0,12.0,5.0,11.0,0.0,0.0,0.0,2.0,89.5,100.0,0.0,0.0,52429.0,30029.0,7300.0,27529.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
